index,type,name,resident,streamed,parentStack
43,image,i_c_gen_gib_gore_arm_right_n,30,0,|mc/mtl_c_gen_gib_gore_arm_right|material|zone_source/loc/zm_ui3dtest.zone|csv
44,image,$white_ao,11,0,|mc/mtl_c_gen_gib_gore_leg_thigh|material|zone_source/loc/zm_ui3dtest.zone|csv
45,image,i_mtl_p7_gib_chunk_set_c,26,0,|mc/mtl_gib_chunk_set|material|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
46,image,i_mtl_p7_gib_chunk_set_n,26,0,|mc/mtl_gib_chunk_set|material|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
47,image,$thickness_base,17,0,|mc/mtl_gib_chunk_set|material|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
48,xmodelmesh,p7_gib_chunk_meat_01_lod09ae13a73,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
49,xmodelmesh,p7_gib_chunk_meat_01_lod0b1cdd03f,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
50,xmodelmesh,p7_gib_chunk_meat_01_lod0bf6605c,34,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
51,xmodelmesh,p7_gib_chunk_meat_01_lod01f019145,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
52,xmodelmesh,p7_gib_chunk_meat_01_lod022c6bf91,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_ui3dtest.zone|csv
53,image,i_c_gen_gib_gore_leg_thigh_c,30,0,|mc/mtl_c_gen_gib_gore_leg_thigh_a|material|zone_source/loc/zm_ui3dtest.zone|csv
54,image,i_c_gen_gib_gore_leg_thigh_n,30,0,|mc/mtl_c_gen_gib_gore_leg_thigh|material|zone_source/loc/zm_ui3dtest.zone|csv
55,image,i_c_gen_gib_gore_leg_thigh_g,30,0,|mc/mtl_c_gen_gib_gore_leg_thigh_a|material|zone_source/loc/zm_ui3dtest.zone|csv
56,assetlist,,864,0,
