index,type,name,resident,streamed,parentStack
1,string,,128120,0,||assetlist
29,xmodelmesh,p7_zm_zod_cobblestone_single_07_lod057c07c9,1168,0,|p7_zm_zod_cobblestone_single_07|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
30,xmodelmesh,p7_zm_zod_cobblestone_single_06_lod0ef5b2a9,1008,0,|p7_zm_zod_cobblestone_single_06|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
31,xmodelmesh,p7_zm_zod_cobblestone_single_05_lod07e550595,1088,0,|p7_zm_zod_cobblestone_single_05|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
32,xmodelmesh,p7_zm_zod_cobblestone_single_04_lod08f97be09,1232,0,|p7_zm_zod_cobblestone_single_04|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
33,xmodelmesh,p7_zm_zod_cobblestone_single_03_lod0d1b57cb2,1264,0,|p7_zm_zod_cobblestone_single_03|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
34,xmodelmesh,p7_zm_zod_cobblestone_single_02_lod044a5aaff,1296,0,|p7_zm_zod_cobblestone_single_02|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
35,xmodelmesh,p7_zm_zod_cobblestone_single_01_lod062928164,1296,0,|p7_zm_zod_cobblestone_single_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
36,xmodelmesh,p7_zm_zod_cobblestone_chunks_09_lod0889f766c,1232,0,|p7_zm_zod_cobblestone_chunks_09|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
37,xmodelmesh,p7_zm_zod_cobblestone_chunks_08_lod040dd335e,1264,0,|p7_zm_zod_cobblestone_chunks_08|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
38,xmodelmesh,p7_zm_zod_cobblestone_chunks_07_lod0317da84a,1424,0,|p7_zm_zod_cobblestone_chunks_07|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
39,xmodelmesh,p7_zm_zod_cobblestone_chunks_06_lod0ffd5704b,1264,0,|p7_zm_zod_cobblestone_chunks_06|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
40,xmodelmesh,p7_zm_zod_cobblestone_chunks_05_lod0a5f1c49b,1104,0,|p7_zm_zod_cobblestone_chunks_05|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
41,xmodelmesh,p7_zm_zod_cobblestone_chunks_04_lod0533ddcb3,1536,0,|p7_zm_zod_cobblestone_chunks_04|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
42,xmodelmesh,p7_zm_zod_cobblestone_chunks_03_lod41efc5d55,1584,0,|p7_zm_zod_cobblestone_chunks_03|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
43,xmodelmesh,p7_zm_zod_cobblestone_chunks_02_lod4dd12d54c,1376,0,|p7_zm_zod_cobblestone_chunks_02|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
44,xmodelmesh,p7_zm_zod_cobblestone_chunks_01_lod0cefef0a6,1232,0,|p7_zm_zod_cobblestone_chunks_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
45,xmodelmesh,p7_zm_ver_toilet_vintage_no_lid_lod7bc7d4985,1792,0,|p7_zm_ver_toilet_vintage_no_lid|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
46,xmodelmesh,p7_zm_ver_toilet_vintage_dmg_lod7bc7d4985,1888,0,|p7_zm_ver_toilet_vintage_dmg|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
47,xmodelmesh,p7_zm_ver_toilet_vintage_lod7bc7d4985,1888,0,|p7_zm_ver_toilet_vintage|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
48,xmodelmesh,p7_zm_ver_signage_toilet_lod77074e89e,1024,0,|p7_zm_ver_signage_toilet|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
49,xmodelmesh,p7_zm_ver_signage_morgue_lod76dd31976,1008,0,|p7_zm_ver_signage_morgue|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
50,xmodelmesh,p7_zm_ver_signage_kitchen_lod72f76cf16,1008,0,|p7_zm_ver_signage_kitchen|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
51,xmodelmesh,p7_zm_ver_signage_electrical_room_lod7cd43405f,1008,0,|p7_zm_ver_signage_electrical_room|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
52,xmodelmesh,p7_zm_ver_signage_circus_child_lod72bb9294e,960,0,|p7_zm_ver_signage_circus_child|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
53,xmodelmesh,p7_zm_ver_gib_arm_l_lod7374e284a,1696,0,|p7_zm_ver_gib_arm_l|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
54,xmodelmesh,p7_zm_ver_frame_doors_double_02_lod74456262a,1136,30992,|p7_zm_ver_frame_doors_double_02|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
55,xmodelmesh,p7_zm_ver_foliage_tree_burnt_01_lod78db88ba0,464,15888,|p7_zm_ver_foliage_tree_burnt_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
56,xmodelmesh,p7_zm_ver_chair_wood_drk_lod7f1d8af5b,1328,0,|p7_zm_ver_chair_wood_drk|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
57,xmodelmesh,p7_zm_sta_pile_wood_burnt_small_04_lod767a31fcd,688,8720,|p7_zm_sta_pile_wood_burnt_small_04|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
58,xmodelmesh,p7_zm_sta_pile_wood_burnt_small_03_lod749a437d6,688,8992,|p7_zm_sta_pile_wood_burnt_small_03|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
59,xmodelmesh,p7_zm_sta_pile_wood_burnt_small_02_lod712e4586f,688,8384,|p7_zm_sta_pile_wood_burnt_small_02|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
60,xmodelmesh,p7_zm_sta_newspaper_folded_stack_tied_lrg_lod76c49af37,3184,0,|p7_zm_sta_newspaper_folded_stack_tied_lrg|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
61,xmodelmesh,p7_zm_sta_library_bookshelf_shelf_03_burnt_lod76366c717,1648,0,|p7_zm_sta_library_bookshelf_shelf_03_burnt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
62,xmodelmesh,p7_zm_sta_library_bookshelf_shelf_02_lod7d0eee67a,1568,0,|p7_zm_sta_library_bookshelf_shelf_02|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
63,xmodelmesh,p7_zm_sta_library_bookshelf_shelf_01_burnt_lod7b815f22f,1680,0,|p7_zm_sta_library_bookshelf_shelf_01_burnt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
64,xmodelmesh,p7_zm_sta_library_bookshelf_shelf_01_lod7b130d9a2,1888,0,|p7_zm_sta_library_bookshelf_shelf_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
65,xmodelmesh,p7_zm_sta_debris_wood_lath_burn_01_8b_double_lod78670300e,1536,0,|p7_zm_sta_debris_wood_lath_burn_01_8b_double|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
66,xmodelmesh,p7_zm_sta_debris_wood_lath_burn_01_8a_double_lod7250b17f5,1424,0,|p7_zm_sta_debris_wood_lath_burn_01_8a_double|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
67,xmodelmesh,p7_zm_sta_debris_wood_lath_burn_01_16c_lod7b74c494f,1392,0,|p7_zm_sta_debris_wood_lath_burn_01_16c|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
68,xmodelmesh,p7_zm_sta_debris_wood_lath_burn_01_16b_double_lod787abe778,1280,0,|p7_zm_sta_debris_wood_lath_burn_01_16b_double|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
69,xmodelmesh,p7_zm_sta_debris_wood_lath_burn_01_16b_lod7abbe9179,1392,0,|p7_zm_sta_debris_wood_lath_burn_01_16b|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
70,xmodelmesh,p7_zm_sta_debris_wood_lath_burn_01_16a_double_lod7bf2f1d6d,1280,0,|p7_zm_sta_debris_wood_lath_burn_01_16a_double|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
71,xmodelmesh,p7_zm_nac_truck_opel_blitz_lod7ced597ae,352,7280,|p7_zm_nac_truck_opel_blitz|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
72,xmodelmesh,p7_zm_nac_cabinet_wood_vintage_door_rt_lod738f95894,480,4864,|p7_zm_nac_cabinet_wood_vintage_door_rt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
73,xmodelmesh,p7_zm_nac_cabinet_wood_vintage_door_lt_lod763d507fa,592,5024,|p7_zm_nac_cabinet_wood_vintage_door_lt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
74,xmodelmesh,p7_zm_nac_cabinet_wood_vintage_lod75b3ba16b,464,14864,|p7_zm_nac_cabinet_wood_vintage|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
75,xmodelmesh,p7_zm_isl_pipe_hp_12_flange_rust_lod7b21d5a2,1072,0,|p7_zm_isl_pipe_hp_12_flange_rust|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
76,xmodelmesh,p7_zm_isl_debris_rust_chunks_corner_01_lod7fd864b79,3328,0,|p7_zm_isl_debris_rust_chunks_corner_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
77,xmodelmesh,p7_zm_gen_debris_concrete_rubble_lg_02_lod7a6766aeb,1696,0,|p7_zm_gen_debris_concrete_rubble_lg_02|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
78,xmodelmesh,p7_zm_der_trap_zapper_coil_lod0aea9477d,1248,0,|p7_zm_der_trap_zapper_coil|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
79,xmodelmesh,p7_zm_der_trap_bracket_lod082aaa3d1,1312,0,|p7_zm_der_trap_bracket|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
80,xmodelmesh,p7_zm_der_time_clock_side_lod07da69259,1264,0,|p7_zm_der_time_clock_side|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
81,xmodelmesh,p7_zm_der_time_clock_card_02_lod019209622,1264,0,|p7_zm_der_time_clock_card_02|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
82,xmodelmesh,p7_zm_der_time_clock_card_01_lod0c9480bbf,1264,0,|p7_zm_der_time_clock_card_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
83,xmodelmesh,p7_zm_der_time_clock_lod0c435bfd2,2544,0,|p7_zm_der_time_clock|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
84,xmodelmesh,p7_zm_der_radio_receiver_lod4706f7c65,1376,0,|p7_zm_der_radio_receiver|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
85,xmodelmesh,p7_zm_der_poster_anatomy_07_lod01ab6a825,928,0,|p7_zm_der_poster_anatomy_07|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
86,xmodelmesh,p7_zm_der_poster_anatomy_06_lod0c3c273a7,1008,0,|p7_zm_der_poster_anatomy_06|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
87,xmodelmesh,p7_zm_der_poster_anatomy_05_lod76088ba3b,1008,0,|p7_zm_der_poster_anatomy_05|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
88,xmodelmesh,p7_zm_der_light_shade_lod0e2cd8a47,1296,0,|p7_zm_der_light_shade|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
89,xmodelmesh,p7_zm_der_light_cage_01_lod491aebb05,2656,0,|p7_zm_der_light_cage_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
90,xmodelmesh,p7_zm_der_electrical_meterhead_01_lod0e879f8e2,1552,0,|p7_zm_der_electrical_meterhead_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
91,xmodelmesh,p7_zm_der_door_metal_rusted_right_lod13775c529,1888,0,|p7_zm_der_door_metal_rusted_right|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
92,xmodelmesh,p7_zm_der_door_brace_bracket_01_lod06cb21065,1200,0,|p7_zm_der_door_brace_bracket_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
93,xmodelmesh,p7_global_chainlink_fence_rail_end_lod0c193880b,1264,0,|p7_zm_der_chainlink_fence_rail_end|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
94,xmodelmesh,p7_global_chainlink_fence_metal_base_lod234b3bba2,1392,0,|p7_zm_der_chainlink_fence_metal_base|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
95,xmodelmesh,p7_global_chainlink_fence_door_lock_lod0308ed4e6,1760,0,|p7_zm_der_chainlink_fence_door_lock_snow|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
96,xmodelmesh,p7_global_chainlink_fence_door_corner_lod09540f959,1312,0,|p7_zm_der_chainlink_fence_door_elbow|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
97,xmodelmesh,p7_global_chainlink_fence_door_bracket_lod0a6e155c5,1504,0,|p7_zm_der_chainlink_fence_door_bracket|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
98,xmodelmesh,p7_zm_der_cabinet_lab_drawer_lod013ea2c37,1520,0,|p7_zm_der_cabinet_lab_drawer|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
99,xmodelmesh,p7_zm_der_cabinet_lab_door_right_lod0e6d9bdd4,1568,0,|p7_zm_der_cabinet_lab_door_right|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
100,xmodelmesh,p7_zm_der_cabinet_lab_door_left_lod0c79ec663,1632,0,|p7_zm_der_cabinet_lab_door_left|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
101,xmodelmesh,p7_zm_debris_newspaper_german_06_burnt_lod79640d957,1264,0,|p7_zm_debris_newspaper_german_06_burnt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
102,xmodelmesh,p7_zm_debris_newspaper_german_06_lod0926bfa68,1264,0,|p7_zm_debris_newspaper_german_06|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
103,xmodelmesh,p7_zm_debris_newspaper_german_05_lod0940c86f8,1312,0,|p7_zm_debris_newspaper_german_05_burnt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
104,xmodelmesh,p7_zm_debris_newspaper_german_03_lod06e2e911e,1248,0,|p7_zm_debris_newspaper_german_03|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
105,xmodelmesh,p7_zm_debris_newspaper_german_01_lod0ec08bad5,1120,0,|p7_zm_debris_newspaper_german_01|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
106,xmodelmesh,p7_zm_ctl_stone_wall_smooth_corner_90_lod7c153d52e,2528,0,|p7_zm_ctl_stone_wall_smooth_corner_90|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
107,xmodelmesh,p7_zm_ctl_broken_wood_plank_06_dark_lod72aa10a24,1328,0,|p7_zm_ctl_broken_wood_plank_06_dark|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
108,xmodelmesh,p7_zm_ctl_broken_wood_plank_05_dark_lod754835150,1392,0,|p7_zm_ctl_broken_wood_plank_05_dark|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
109,xmodelmesh,p7_zm_ctl_broken_wood_plank_03_dark_lod76f238023,1488,0,|p7_zm_ctl_broken_wood_plank_03_dark|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
110,xmodelmesh,p7_zm_ctl_broken_wood_plank_02_dark_lod7504f04d5,1296,0,|p7_zm_ctl_broken_wood_plank_02_dark|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
111,xmodelmesh,p7_wood_plank_rustic01_2x8x108_lod051334213,1472,0,|p7_wood_plank_rustic01_2x8x108_burnt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
112,xmodelmesh,p7_wood_plank_rustic01_2x16x48_lod054abbaf2,1344,0,|p7_wood_plank_rustic01_2x16x48_burnt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
113,xmodelmesh,p7_wood_plank_rustic01_2x12x96_lod021eae1b3,1568,0,|p7_wood_plank_rustic01_2x12x96_burnt|xmodel|maps/zm/zm_verrukt_remastered.d3dbsp|gfx_map|zone_source/zm_verrukt_remastered.zone|csv
