index,type,name,resident,streamed,parentStack
11,xmodelmesh,p7_gib_chunk_meat_03_lod0afc48326,1104,0,|p7_gib_chunk_meat_03|xmodel|impacts/fx_bul_impact_blood_head_fatal|fx|entity_enter_bullet_small|entityfximpacts|bullet_small_enter|impactsfxtable|pistol_c96_zm|weapon|t7_weapons_dlc.zpkg|csv|zone_source/zm_ui3dtest.zone|csv
12,xmodelmesh,p7_gib_chunk_flesh_01_lod073297d22,1280,0,|p7_gib_chunk_flesh_01|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
13,xmodelmesh,p7_gib_chunk_flesh_03_lod0b438686a,1264,0,|p7_gib_chunk_flesh_03|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
14,xmodelmesh,p7_gib_chunk_bone_03_lod03cede14d,1152,0,|p7_gib_chunk_bone_03|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
15,xmodelmesh,p7_zm_vending_packapunch_lod0e27f6c62,1360,9584,|p7_zm_vending_packapunch_on|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
16,xmodelmesh,p7_zm_der_magic_box_fake_trunk_lod06a9106b2,2640,0,|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
17,xmodelmesh,p7_zm_der_magic_box_fake_lod0d37d3899,352,5184,|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
18,xmodelmesh,p7_zm_der_pswitch_handle_lod09e863e5e,1472,0,|p7_zm_der_pswitch_handle|xmodel|spx_craftable_powerswitch.zpkg|csv|zone_source/zm_ui3dtest.zone|csv
19,xmodelmesh,wpn_t7_zmb_grenade_frag_projectile_lod7b7331bed,2160,0,|wpn_t7_grenade_frag_projectile|xmodel|ice_nade|weapon|zone_source/zm_ui3dtest.zone|csv
20,xmodelmesh,p7_window_glass_shard_01_lod1431da172,1120,0,|p7_window_glass_shard_01_snow_backlit|xmodel|dlc5/zmb_weapon/fx_freezegun_crumple|fx|zone_source/zm_ui3dtest.zone|csv
21,xmodelmesh,wpn_t8_zmb_freezegun_worlde8d508b,480,7216,|wpn_t8_zmb_freezegun_world|xmodel|freezegun_zm|weapon|zone_source/zm_ui3dtest.zone|csv
22,xmodelmesh,wpn_t8_zmb_freezegun_upg_world8ae129c6,480,7168,|wpn_t8_zmb_freezegun_upg_world|xmodel|freezegun_upgraded_zm|weapon|zone_source/zm_ui3dtest.zone|csv
23,xmodelmesh,p7_icicle_single_lod1a88ded36,1072,0,|p7_icicle_single|xmodel|dlc5/zmb_weapon/fx_freezegun_crumple|fx|zone_source/zm_ui3dtest.zone|csv
24,xmodelmesh,wpn_t6_tazer_knuckles_world_lod0363139cb,1920,0,|wpn_t6_tazer_knuckles_world|xmodel|zombie_fists_tazer_zm|weapon|zone_source/zm_ui3dtest.zone|csv
25,xmodelmesh,p7_anim_zm_barricade_board_01_lod0db85d7d7,1712,0,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
26,xmodelmesh,p7_anim_zm_barricade_board_04_lod01e93d5f,1936,0,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
27,xmodelmesh,p7_zm_vending_packapunch_lod0154ac890,1376,19104,|p7_zm_vending_packapunch_on|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
28,xmodelmesh,p7_zm_der_magic_box_fake_trunk_lod03cd1fa2a,352,4576,|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
29,xmodelmesh,p7_zm_der_magic_box_fake_lod090d351d4,352,9776,|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
30,xmodelmesh,p7_zm_der_pswitch_handle_lod0250846ac,2080,0,|p7_zm_der_pswitch_handle|xmodel|spx_craftable_powerswitch.zpkg|csv|zone_source/zm_ui3dtest.zone|csv
31,xmodelmesh,wpn_t7_zmb_grenade_frag_projectile_lod67346e1a7,3552,0,|wpn_t7_grenade_frag_projectile|xmodel|ice_nade|weapon|zone_source/zm_ui3dtest.zone|csv
32,xmodelmesh,wpn_t8_zmb_freezegun_worldeea816dc,480,13488,|wpn_t8_zmb_freezegun_world|xmodel|freezegun_zm|weapon|zone_source/zm_ui3dtest.zone|csv
33,xmodelmesh,wpn_t8_zmb_freezegun_upg_worldeb9b5647,480,13568,|wpn_t8_zmb_freezegun_upg_world|xmodel|freezegun_upgraded_zm|weapon|zone_source/zm_ui3dtest.zone|csv
34,xmodelmesh,wpn_t6_tazer_knuckles_world_lod0d6b598d3,2896,0,|wpn_t6_tazer_knuckles_world|xmodel|zombie_fists_tazer_zm|weapon|zone_source/zm_ui3dtest.zone|csv
35,xmodelmesh,p7_anim_zm_barricade_board_01_lod0eadb8602,3120,0,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
36,xmodelmesh,p7_anim_zm_barricade_board_02_lod06d33a86a,2160,0,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
37,xmodelmesh,p7_anim_zm_barricade_board_03_lod0790338f9,2288,0,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
38,xmodelmesh,p7_anim_zm_barricade_board_04_lod0bb3edfb6,3184,0,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
39,xmodelmesh,p7_anim_zm_barricade_board_05_lod09bc63c35,2160,0,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
40,xmodelmesh,p7_anim_zm_barricade_board_06_lod0ae9daec0,2288,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
41,xmodelmesh,p7_zm_vending_packapunch_lod0c57e5236,1488,33136,|p7_zm_vending_packapunch_on|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
42,xmodelmesh,p7_zm_der_magic_box_fake_trunk_lod0d243ccf1,352,8448,|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
43,xmodelmesh,p7_zm_der_magic_box_fake_lod0b7c08597,352,18816,|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
44,xmodelmesh,p7_zm_der_magic_box_lod41c5f5361,928,68080,|p7_zm_der_magic_box|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
45,xmodelmesh,p7_zm_der_pswitch_handle_lod066495e4b,2960,0,|p7_zm_der_pswitch_handle|xmodel|spx_craftable_powerswitch.zpkg|csv|zone_source/zm_ui3dtest.zone|csv
46,xmodelmesh,wpn_t7_zmb_grenade_frag_projectile_lod55aa1889a,240,6528,|wpn_t7_grenade_frag_projectile|xmodel|ice_nade|weapon|zone_source/zm_ui3dtest.zone|csv
47,xmodelmesh,p7_window_glass_shard_01_lod15335e8bc,1264,0,|p7_window_glass_shard_01_snow_backlit|xmodel|dlc5/zmb_weapon/fx_freezegun_crumple|fx|zone_source/zm_ui3dtest.zone|csv
48,xmodelmesh,wpn_t8_zmb_freezegun_worldc4d03b0f,480,26208,|wpn_t8_zmb_freezegun_world|xmodel|freezegun_zm|weapon|zone_source/zm_ui3dtest.zone|csv
49,xmodelmesh,wpn_t8_zmb_freezegun_upg_world56c58e02,480,26112,|wpn_t8_zmb_freezegun_upg_world|xmodel|freezegun_upgraded_zm|weapon|zone_source/zm_ui3dtest.zone|csv
50,xmodelmesh,p_zombie_ice_chunk_01_lod04a797053,2928,0,|p8_ice_block_01|xmodel|dlc5/zmb_weapon/fx_freezegun_shatter_upg|fx|zone_source/zm_ui3dtest.zone|csv
51,xmodelmesh,p_zombie_ice_chunk_02_lod0c99e96fd,1888,0,|p8_ice_block_02|xmodel|dlc5/zmb_weapon/fx_freezegun_shatter_upg|fx|zone_source/zm_ui3dtest.zone|csv
52,xmodelmesh,wpn_t6_tazer_knuckles_world_lod09cae62c2,352,4560,|wpn_t6_tazer_knuckles_world|xmodel|zombie_fists_tazer_zm|weapon|zone_source/zm_ui3dtest.zone|csv
53,xmodelmesh,p7_box_wood_01_long_lod4519affb9,352,11520,|p7_box_wood_01_long|xmodel|maps/zm/zm_ui3dtest.d3dbsp|gfx_map|zone_source/zm_ui3dtest.zone|csv
54,xmodelmesh,p7_box_wood_01_small_lod4e4d5ba46,352,8000,|p7_box_wood_01_sm|xmodel|maps/zm/zm_ui3dtest.d3dbsp|gfx_map|zone_source/zm_ui3dtest.zone|csv
55,xmodelmesh,p7_debris_wood_plywood_2x8_bowed_lod0e81730c,1696,0,|p7_debris_wood_plywood_2x8_bowed_dirty|xmodel|maps/zm/zm_ui3dtest.d3dbsp|gfx_map|zone_source/zm_ui3dtest.zone|csv
56,xmodelmesh,p7_anim_zm_barricade_board_01_lod080d2d065,240,5232,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
57,xmodelmesh,p7_anim_zm_barricade_board_02_lod014b845ac,4064,0,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
58,xmodelmesh,p7_anim_zm_barricade_board_03_lod0e436a2ad,4128,0,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
59,xmodelmesh,p7_anim_zm_barricade_board_04_lod0f3b15342,240,5216,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
60,xmodelmesh,p7_anim_zm_barricade_board_05_lod0543f9a9a,4032,0,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
61,xmodelmesh,p7_anim_zm_barricade_board_06_lod010010904,4080,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
62,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_s_rarm_lod01d19013e,480,15728,|p7_zm_dlchd_pro_honorguard_zombie_s_rarm|xmodel|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
63,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_s_rleg_lod0b0d49744,480,7168,|p7_zm_dlchd_pro_honorguard_zombie_s_rleg|xmodel|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
64,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_s_larm_lod0e0ed3dc2,480,15696,|p7_zm_dlchd_pro_honorguard_zombie_s_larm|xmodel|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
65,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_s_lleg_lod09de08fdd,480,6976,|p7_zm_dlchd_pro_honorguard_zombie_s_lleg|xmodel|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
66,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_lod0237b5567,816,67392,|p7_zm_dlchd_pro_honorguard_zombie_body01_ice|xmodel|zone_source/zm_ui3dtest.zone|csv
67,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_head_lod0643d2807,352,10960,|p7_zm_dlchd_pro_honorguard_zombie_head1_ice|xmodel|zone_source/zm_ui3dtest.zone|csv
68,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_g_upclean_lod01425f5c0,624,55984,|p7_zm_dlchd_pro_honorguard_zombie_body01_g_upclean|xmodel|c_zom_dlchd_zombie1_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
69,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_g_rarmoff_lod020d789ef,816,48592,|p7_zm_dlchd_pro_honorguard_zombie_body01_g_rarmoff|xmodel|c_zom_dlchd_zombie1_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
70,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_g_larmoff_lod0b6febbf6,816,47856,|p7_zm_dlchd_pro_honorguard_zombie_body01_g_larmoff|xmodel|c_zom_dlchd_zombie1_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
71,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_g_behead_lod03c500e7,480,6128,|p7_zm_dlchd_pro_honorguard_zombie_g_behead|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
72,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_g_lowclean_lod0f8a7be01,336,11584,|p7_zm_dlchd_pro_honorguard_zombie_body01_g_lowclean|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
73,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_g_rlegoff_lod08a43f93d,528,13168,|p7_zm_dlchd_pro_honorguard_zombie_body01_g_rlegoff|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
74,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_g_llegoff_lod03ae8662,544,13712,|p7_zm_dlchd_pro_honorguard_zombie_body01_g_llegoff|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
75,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body1_g_blegsoff_lod0af6caae,752,15984,|p7_zm_dlchd_pro_honorguard_zombie_body01_g_blegsoff|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
76,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_head2_lod06735e344,352,10736,|p7_zm_dlchd_pro_honorguard_zombie_head2_ice|xmodel|zone_source/zm_ui3dtest.zone|csv
77,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body2_lod015f4d194,816,68400,|p7_zm_dlchd_pro_honorguard_zombie_body02_ice|xmodel|zone_source/zm_ui3dtest.zone|csv
78,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body2_g_upclean_lod0cf20bb0f,624,57216,|p7_zm_dlchd_pro_honorguard_zombie_body02_g_upclean|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
79,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body2_g_rarmoff_lod0d9c7b4fb,816,49552,|p7_zm_dlchd_pro_honorguard_zombie_body02_g_rarmoff|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
80,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_body2_g_larmoff_lod0bf93552a,816,49664,|p7_zm_dlchd_pro_honorguard_zombie_body02_g_larmoff|xmodel|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
81,xmodelmesh,p7_zm_vending_packapunch_lod053be907d,1600,63328,|p7_zm_vending_packapunch_on|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
82,xmodelmesh,p7_zm_der_magic_box_fake_trunk_lod0a953f994,352,13664,|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
83,xmodelmesh,p7_zm_der_magic_box_fake_lod0a7dbe4f2,352,33696,|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
84,xmodelmesh,p7_zm_der_magic_box_lod45878ad2c,928,96560,|p7_zm_der_magic_box|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
85,xmodelmesh,p7_zm_der_pswitch_handle_lod063410b3d,464,5200,|p7_zm_der_pswitch_handle|xmodel|spx_craftable_powerswitch.zpkg|csv|zone_source/zm_ui3dtest.zone|csv
86,xmodelmesh,wpn_t7_zmb_grenade_frag_projectile_lod4624d14c4,240,10352,|wpn_t7_grenade_frag_projectile|xmodel|ice_nade|weapon|zone_source/zm_ui3dtest.zone|csv
87,xmodelmesh,p7_window_glass_shard_01_lod1bec2b003,2176,0,|p7_window_glass_shard_01_snow_backlit|xmodel|dlc5/zmb_weapon/fx_freezegun_crumple|fx|zone_source/zm_ui3dtest.zone|csv
88,xmodelmesh,wpn_t8_zmb_freezegun_world3a13eae,592,44720,|wpn_t8_zmb_freezegun_world|xmodel|freezegun_zm|weapon|zone_source/zm_ui3dtest.zone|csv
89,xmodelmesh,wpn_t8_zmb_freezegun_upg_world25b375bb,592,44800,|wpn_t8_zmb_freezegun_upg_world|xmodel|freezegun_upgraded_zm|weapon|zone_source/zm_ui3dtest.zone|csv
90,xmodelmesh,p_zombie_ice_chunk_01_lod0f8012347,4288,0,|p8_ice_block_01|xmodel|dlc5/zmb_weapon/fx_freezegun_shatter_upg|fx|zone_source/zm_ui3dtest.zone|csv
91,xmodelmesh,p_zombie_ice_chunk_02_lod04759e728,2464,0,|p8_ice_block_02|xmodel|dlc5/zmb_weapon/fx_freezegun_shatter_upg|fx|zone_source/zm_ui3dtest.zone|csv
92,xmodelmesh,c_c_zom_der_hellhound_lod46c92a12,512,56176,|c_zom_der_hellhound_fb_ice|xmodel|zone_source/zm_ui3dtest.zone|csv
93,xmodelmesh,wpn_t6_tazer_knuckles_world_lod0955a26e7,352,7360,|wpn_t6_tazer_knuckles_world|xmodel|zombie_fists_tazer_zm|weapon|zone_source/zm_ui3dtest.zone|csv
94,xmodelmesh,p7_box_wood_01_long_lod3eb2f62f6,352,16688,|p7_box_wood_01_long|xmodel|maps/zm/zm_ui3dtest.d3dbsp|gfx_map|zone_source/zm_ui3dtest.zone|csv
95,xmodelmesh,p7_box_wood_01_small_lod333441738,352,11600,|p7_box_wood_01_sm|xmodel|maps/zm/zm_ui3dtest.d3dbsp|gfx_map|zone_source/zm_ui3dtest.zone|csv
96,xmodelmesh,p7_debris_wood_plywood_2x8_bowed_lod0b9234cca,2080,0,|p7_debris_wood_plywood_2x8_bowed_dirty|xmodel|maps/zm/zm_ui3dtest.d3dbsp|gfx_map|zone_source/zm_ui3dtest.zone|csv
97,xmodelmesh,p7_anim_zm_barricade_board_01_lod076cf1ef,240,8304,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
98,xmodelmesh,p7_anim_zm_barricade_board_02_lod0f2a4a649,240,6224,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
99,xmodelmesh,p7_anim_zm_barricade_board_03_lod0fae16b96,240,6464,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
100,xmodelmesh,p7_anim_zm_barricade_board_04_lod0868fcf4e,240,8352,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
101,xmodelmesh,p7_anim_zm_barricade_board_05_lod0c0d9e76c,240,6176,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
102,xmodelmesh,p7_anim_zm_barricade_board_06_lod0f4c004fa,240,6464,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
103,xmodelmesh,c_zom_dlchd_pro_honorguard_zombie_s_rarm_lod116d478ae,480,17696,|p7_zm_dlchd_pro_honorguard_zombie_s_rarm|xmodel|c_zom_dlchd_zombie_none_gib_def|scriptbundle|c_zom_dlchd_zombie2_head2|character|spawner_zm_dlchd_zombie|aitype|maps/zm/zm_ui3dtest.d3dbsp|col_map|zone_source/zm_ui3dtest.zone|csv
104,xmodelmesh,p7_gib_chunk_meat_03_lod01970b835,1344,0,|p7_gib_chunk_meat_03|xmodel|impacts/fx_bul_impact_blood_head_fatal|fx|entity_enter_bullet_small|entityfximpacts|bullet_small_enter|impactsfxtable|pistol_c96_zm|weapon|t7_weapons_dlc.zpkg|csv|zone_source/zm_ui3dtest.zone|csv
