index,type,name,resident,streamed,parentStack
1,string,,106439,0,||assetlist
59,xmodelmesh,p7_box_cardboard_a_open01_lod4c3ef7f49,1376,0,|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
60,xmodelmesh,p7_cardboard_bundle_worn_01_lod0f5c5bd67,2064,0,|p7_cardboard_bundle_worn_01|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
61,xmodelmesh,p7_cabinet_wall_mount_modern01_lod0582df820,1504,0,|p7_cabinet_wall_mount_modern01|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
62,xmodelmesh,p7_cabinet_wall_mount_modern01_door_rt_lod044a2c509,1520,0,|p7_cabinet_wall_mount_modern01_door_rt|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
63,xmodelmesh,p7_cabinet_wall_mount_modern01_door_lt_lod06db43a70,1552,0,|p7_cabinet_wall_mount_modern01_door_lt|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
64,xmodelmesh,p7_ammo_pouch_k98_lod0ba2fa4b0,1056,0,|p7_ammo_pouch_k98|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
65,xmodelmesh,p7_ammo_pouch_mp40_lod019776c31,1504,0,|p7_ammo_pouch_mp40|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
66,xmodelmesh,p7_ammo_can_small_lod0b1af0e91,1552,0,|p7_ammo_can_small|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
67,xmodelmesh,p7_locker_barrack_body_lod0afa7d065,1696,0,|p7_locker_metal_barrack_body_02|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
68,xmodelmesh,p7_locker_barrack_door_left_lod01b1bb158,1568,0,|p7_locker_metal_barrack_door_left_02|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
69,xmodelmesh,p7_locker_barrack_door_right_lod091437709,1584,0,|p7_locker_metal_barrack_door_right_02|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
70,xmodelmesh,p7_ammo_pouch_g43_lod063559bc3,1200,0,|p7_ammo_pouch_g43|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
71,xmodelmesh,p7_zm_teddybear_sitting_lod0f156bdaf,4240,0,|p7_zm_teddybear_sitting|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
72,xmodelmesh,p7_debris_cardboard_flat_07_lod0826e216a,1104,0,|p7_debris_cardboard_flat_07|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
73,xmodelmesh,p7_shelf_industrial_vintage_48_lod5256ec60c,352,5440,|p7_shelf_industrial_vintage_48|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
74,xmodelmesh,p7_ven_tomato_crate_0138a4b18f,3888,0,|p7_ven_tomato_crate_01|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
75,xmodelmesh,p7_crate_wood_vintage_lod51c5f2e83,576,8176,|p7_crate_wood_vintage|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
76,xmodelmesh,p7_food_fruit_banana_bunch_lod4b349152f,2512,0,|p7_food_fruit_banana_bunch|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
77,xmodelmesh,p7_food_fruit_mango_lod42663ed76,1184,0,|p7_food_fruit_mango|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
78,xmodelmesh,p7_food_fruit_pineapple_lod5e36067f8,3328,0,|p7_food_fruit_pineapple|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
79,xmodelmesh,p7_crate_wood_02_lid_lod53aa64dde,1616,0,|p7_crate_wood_02_lid|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
80,xmodelmesh,p7_cai_chair_lounge_greek_lod634aabedc,2144,0,|p7_cai_chair_lounge_greek|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
81,xmodelmesh,p7_clipboard_01_wpaper_lod2ae02615,1120,0,|p7_clipboard_01_wpaper|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
82,xmodelmesh,p7_table_oriental_wood_01_lod4801f07c3,352,39296,|p7_table_oriental_wood_01|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
83,xmodelmesh,p7_zm_der_radio_receiver_lod4706f7c65,1424,0,|p7_zm_der_radio_receiver|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
84,xmodelmesh,p7_shelf_industrial_vintage_32_lod579be8d67,352,5264,|p7_shelf_industrial_vintage_32|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
85,xmodelmesh,p7_box_copy_paper_lod2f1442d39,1312,0,|p7_box_copy_paper|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
86,xmodelmesh,p7_fan_electric_table_lod7d8b30506,240,4560,|p7_fan_electric_table|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
87,xmodelmesh,p7_supply_briefcase_02_lod28a302792,1216,0,|p7_supply_briefcase_02|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
88,xmodelmesh,p7_tank_propane_metal_lod4c5b2e690,1248,0,|p7_tank_propane_metal|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
89,xmodelmesh,p7_box_case_metal_02_large_lod03d951cd2,3232,0,|p7_box_case_metal_02_large_weathered|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
90,xmodelmesh,p7_box_case_metal_01_large_lod0f757aa7d,3472,0,|p7_box_case_metal_01_large|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
91,xmodelmesh,p7_box_case_metal_01_medium_lod0d4d1ff3d,3456,0,|p7_box_case_metal_01_medium|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
92,xmodelmesh,p7_grenade_potato_masher_lod0d0977d01,1248,0,|p7_grenade_potato_masher|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
93,xmodelmesh,p7_debris_wood_plank_old_64_lod0d803b59b,1200,0,|p7_debris_wood_plank_old_64_darker|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
94,xmodelmesh,p7_medical_gauze_sanitation_towels_02_lod53615e03f,2256,0,|p7_medical_gauze_sanitation_towels_02|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
95,xmodelmesh,p7_debris_wood_plywood_2x8_bowed_lod0341eff9,1712,0,|p7_debris_wood_plywood_2x8_bowed_dirty|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
96,xmodelmesh,p7_bed_frame_barrack_alt_bunk_lod0c700358,4032,0,|p7_bed_frame_barrack_alt_bunk|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
97,xmodelmesh,p7_bed_mattress_barrack_lod06de71619,1488,0,|p7_bed_mattress_barrack|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
98,xmodelmesh,p7_bed_pillow_barrack_lod02442cef,1024,0,|p7_bed_pillow_barrack_clean|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
99,xmodelmesh,p7_bed_sheet_barrack_lod096a3d179,2192,0,|p7_bed_sheet_barrack_clean|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
100,xmodelmesh,p7_bed_sheet_barrack_02_lod0e90fb3d,1056,0,|p7_bed_sheet_barrack_02|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
101,xmodelmesh,p7_bed_sheet_barrack_03_lod09731519,1920,0,|p7_bed_sheet_barrack_03|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
102,xmodelmesh,p7_bottle_glass_sparkling_water_lod060ab8508,1936,0,|p7_bottle_glass_sparkling_water|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
103,xmodelmesh,p7_barbed_wire_lod624d7c18,4432,0,|p7_barbed_wire|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
104,xmodelmesh,p7_zm_der_transformer_base_lod0f836f3dc,2400,0,|p7_zm_der_transformer_base|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
105,xmodelmesh,p7_zm_der_transformer_feet_lod060cd0dbd,1440,0,|p7_zm_der_transformer_feet|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
106,xmodelmesh,p7_zm_der_transformer_ribs_lod0c325cfd4,1680,0,|p7_zm_der_transformer_ribs|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
107,xmodelmesh,p7_zm_der_transformer_rod_lod07f1b9352,1760,0,|p7_zm_der_transformer_rod|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
108,xmodelmesh,p7_zm_der_transformer_acc_lod0993a628b,1408,0,|p7_zm_der_transformer_acc|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
109,xmodelmesh,p7_zm_der_transformer_rivets_lod0a65f7595,1792,0,|p7_zm_der_transformer_rivets|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
110,xmodelmesh,p7_global_chainlink_fence_tension_band_lod0c4278b91,1296,0,|p7_zm_der_chainlink_fence_tension_band|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
111,xmodelmesh,p7_global_chainlink_fence_metal_base_lod234b3bba2,1392,0,|p7_zm_der_chainlink_fence_metal_base|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
112,xmodelmesh,p7_zm_der_signage_hazard_01_lod08a5a5f43,1120,0,|p7_zm_der2_signage_hazard_01|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
113,xmodelmesh,p7_global_chainlink_fence_rail_end_lod0c193880b,1296,0,|p7_zm_der_chainlink_fence_rail_end|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
114,xmodelmesh,p7_global_chainlink_fence_door_corner_lod09540f959,1392,0,|p7_zm_der_chainlink_fence_door_elbow|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
115,xmodelmesh,p7_zm_der_switch_box_lod0989d8a2a,1680,0,|p7_zm_der_switch_box|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
116,xmodelmesh,p7_zm_der_switch_box_door_right_lod02092f352,1296,0,|p7_zm_der_switch_box_door_right|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
117,xmodelmesh,p7_chain_metal_bracket_01_lod08d5b32f5,1184,0,|p7_chain_metal_bracket_01|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
118,xmodelmesh,p7_zm_der_pswitch_body_lod0324925aa,2448,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
119,xmodelmesh,p7_zm_der_light_spot_housing_anim_lod0589771ad,2944,0,|p7_zm_der_light_spot_housing_anim|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
120,xmodelmesh,p7_tent_military_modular_end_r_lod038f88bb0,800,9952,|p7_tent_military_modular_end_r|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
121,xmodelmesh,p7_tent_military_modular_end_l_lod04f0edf3d,912,12128,|p7_tent_military_modular_end_l|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
122,xmodelmesh,p7_tent_military_modular_end_l_door_dbl_lod0413b4c2e,1040,7440,|p7_tent_military_modular_end_l_door_dbl|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
123,xmodelmesh,p7_tent_military_modular_end_r_door_dbl_lod09b39dbb0,704,5616,|p7_tent_military_modular_end_r_door_dbl|xmodel|maps/zm/zm_nacht_remastered.d3dbsp|gfx_map|zone_source/zm_nacht_remastered.zone|csv
