index,type,name,resident,streamed,parentStack
25,image,i_c_gen_gib_stump_ao,101,21864,|mc/mtl_c_gen_gib_stump|material|zone_source/loc/zm_whoswho.zone|csv
26,image,$gray_32_one_channel,22,0,|mc/mtl_c_gen_gib_gore_leg_thigh|material|zone_source/loc/zm_whoswho.zone|csv
27,image,i_c_gen_char_c,16,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
28,image,i_c_gen_gib_stump_n,292,742760,|mc/mtl_c_gen_gib_stump|material|zone_source/loc/zm_whoswho.zone|csv
29,image,i_c_gen_gib_stump_g,260,109208,|mc/mtl_c_gen_gib_stump|material|zone_source/loc/zm_whoswho.zone|csv
30,image,i_c_gen_reveal_1k_rec_horiz_r,286,393216,|mc/mtl_c_gen_gib_stump|material|zone_source/loc/zm_whoswho.zone|csv
31,image,i_c_gen_gib_stump_c,276,393216,|mc/mtl_c_gen_gib_stump|material|zone_source/loc/zm_whoswho.zone|csv
32,image,i_c_gen_char_n,16,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
33,material,mc/mtl_c_gen_gib_stump,1752,0,|zone_source/loc/zm_whoswho.zone|csv
34,image,$white_reveal,15,0,|mc/mtl_c_gen_gib_blood_splatters|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
35,image,$white_gloss,14,0,|mc/mtl_c_gen_arm_skin_dirty_notskin|material|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
36,image,i_c_gen_gib_alpha_c,116,742760,|mc/mtl_c_gen_gib_alpha|material|zone_source/loc/zm_whoswho.zone|csv
37,material,mc/mtl_c_gen_gib_alpha,911,0,|zone_source/loc/zm_whoswho.zone|csv
38,material,mc/mtl_c_gen_gib_gore_leg_thigh,33,0,|zone_source/loc/zm_whoswho.zone|csv
39,material,mc/mtl_c_gen_gib_gore_leg_thigh_a,35,0,|zone_source/loc/zm_whoswho.zone|csv
40,sound,zm_whoswho.en,36,0,||assetlist
41,techset,mc/lit_advanced#e6142445,26,0,|mc/mtl_c_ega_soldier_3_gloves|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
42,material,mc/mtl_c_ega_soldier_3_gloves,31,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
43,material,mc/mtl_c_gen_arm_skin_dirty_notskin,37,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
44,material,mc/mtl_c_gen_gib_blood_splatters,34,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
45,xmodel,c_nrc_gen_g_larmspawn,23,0,|zone_source/loc/zm_whoswho.zone|csv
46,material,mc/mtl_c_nrc_cqb_boot,23,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
47,xmodel,c_nrc_gen_g_rlegspawn,23,0,|zone_source/loc/zm_whoswho.zone|csv
48,keyvaluepairs,en_zm_whoswho,6046,0,||assetlist
49,image,i_mtl_p7_gib_chunk_set_c,26,0,|mc/mtl_gib_chunk_set|material|p7_gib_chunk_bone_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
50,image,i_mtl_p7_gib_chunk_set_n,26,0,|mc/mtl_gib_chunk_set|material|p7_gib_chunk_bone_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
51,image,$thickness_base,17,0,|mc/mtl_gib_chunk_set|material|p7_gib_chunk_bone_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
52,xmodelmesh,p7_gib_chunk_meat_01_lod09ae13a73,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
53,xmodelmesh,p7_gib_chunk_meat_01_lod0b1cdd03f,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
54,xmodelmesh,p7_gib_chunk_meat_01_lod0bf6605c,34,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
55,xmodelmesh,p7_gib_chunk_meat_01_lod01f019145,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
56,xmodelmesh,p7_gib_chunk_meat_01_lod022c6bf91,35,0,|p7_gib_chunk_meat_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
57,image,i_c_gen_gib_gore_arm_right_c,30,0,|mc/mtl_c_gen_gib_gore_arm_right|material|zone_source/loc/zm_whoswho.zone|csv
58,image,i_c_gen_gib_gore_arm_right_g,30,0,|mc/mtl_c_gen_gib_gore_arm_right|material|zone_source/loc/zm_whoswho.zone|csv
59,image,i_c_gen_gib_gore_arm_right_n,30,0,|mc/mtl_c_gen_gib_gore_arm_right|material|zone_source/loc/zm_whoswho.zone|csv
60,image,$white_ao,11,0,|mc/mtl_c_gen_gib_gore_leg_thigh|material|zone_source/loc/zm_whoswho.zone|csv
61,xmodelmesh,p7_gib_chunk_meat_02_lod059149772,35,0,|p7_gib_chunk_meat_02|xmodel|zone_source/loc/zm_whoswho.zone|csv
62,xmodelmesh,p7_gib_chunk_meat_02_lod0f796fdbb,35,0,|p7_gib_chunk_meat_02|xmodel|zone_source/loc/zm_whoswho.zone|csv
63,xmodelmesh,p7_gib_chunk_meat_02_lod0963b1e2a,35,0,|p7_gib_chunk_meat_02|xmodel|zone_source/loc/zm_whoswho.zone|csv
64,xmodelmesh,p7_gib_chunk_meat_02_lod021a20dee,35,0,|p7_gib_chunk_meat_02|xmodel|zone_source/loc/zm_whoswho.zone|csv
65,xmodelmesh,p7_gib_chunk_meat_03_lod0bd6c549b,35,0,|p7_gib_chunk_meat_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
66,xmodelmesh,p7_gib_chunk_meat_03_lod058385d86,35,0,|p7_gib_chunk_meat_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
67,xmodelmesh,p7_gib_chunk_meat_03_lod06e605932,35,0,|p7_gib_chunk_meat_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
68,xmodelmesh,p7_gib_chunk_meat_03_lod01970b835,35,0,|p7_gib_chunk_meat_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
69,xmodelmesh,p7_gib_chunk_meat_03_lod0afc48326,35,0,|p7_gib_chunk_meat_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
70,xmodelmesh,p7_gib_chunk_flesh_01_lod06c0c53de,36,0,|p7_gib_chunk_flesh_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
71,xmodelmesh,p7_gib_chunk_flesh_01_lod0403200c6,36,0,|p7_gib_chunk_flesh_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
72,xmodelmesh,p7_gib_chunk_flesh_01_lod0259096de,36,0,|p7_gib_chunk_flesh_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
73,xmodelmesh,p7_gib_chunk_flesh_01_lod0d933574f,36,0,|p7_gib_chunk_flesh_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
74,xmodelmesh,p7_gib_chunk_flesh_01_lod073297d22,36,0,|p7_gib_chunk_flesh_01|xmodel|zone_source/loc/zm_whoswho.zone|csv
75,xmodelmesh,p7_gib_chunk_flesh_03_lod0a3103fb,35,0,|p7_gib_chunk_flesh_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
76,xmodelmesh,p7_gib_chunk_flesh_03_lod0bb76abee,36,0,|p7_gib_chunk_flesh_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
77,xmodelmesh,p7_gib_chunk_flesh_03_lod0e98a1470,36,0,|p7_gib_chunk_flesh_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
78,xmodelmesh,p7_gib_chunk_flesh_03_lod051d7742f,36,0,|p7_gib_chunk_flesh_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
79,xmodelmesh,p7_gib_chunk_flesh_03_lod0b438686a,36,0,|p7_gib_chunk_flesh_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
80,xmodelmesh,p7_gib_chunk_bone_03_lod0d74e0be3,35,0,|p7_gib_chunk_bone_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
81,xmodelmesh,p7_gib_chunk_bone_03_lod0e628576e,35,0,|p7_gib_chunk_bone_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
82,xmodelmesh,p7_gib_chunk_bone_03_lod01e7e3c39,35,0,|p7_gib_chunk_bone_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
83,xmodelmesh,p7_gib_chunk_bone_03_lod03cede14d,35,0,|p7_gib_chunk_bone_03|xmodel|zone_source/loc/zm_whoswho.zone|csv
84,image,i_c_gen_gib_gore_leg_calf_c,29,0,|mc/mtl_c_gen_gib_gore_leg_calf_a|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
85,image,i_c_gen_gib_gore_leg_calf_n,29,0,|mc/mtl_c_gen_gib_gore_leg_calf|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
86,image,i_c_gen_gib_gore_leg_calf_g,29,0,|mc/mtl_c_gen_gib_gore_leg_calf_a|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
87,image,i_c_gen_gib_gore_leg_thigh_c,30,0,|mc/mtl_c_gen_gib_gore_leg_thigh_a|material|zone_source/loc/zm_whoswho.zone|csv
88,image,i_c_gen_gib_gore_leg_thigh_n,30,0,|mc/mtl_c_gen_gib_gore_leg_thigh|material|zone_source/loc/zm_whoswho.zone|csv
89,image,i_c_gen_gib_gore_leg_thigh_g,30,0,|mc/mtl_c_gen_gib_gore_leg_thigh_a|material|zone_source/loc/zm_whoswho.zone|csv
90,image,i_c_ega_soldier_3_gloves_c,28,0,|mc/mtl_c_ega_soldier_3_gloves|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
91,image,i_c_ega_soldier_3_gloves_n,28,0,|mc/mtl_c_ega_soldier_3_gloves|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
92,image,$gray_one_channel,19,0,|mc/mtl_c_ega_soldier_3_gloves|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
93,image,i_c_ega_soldier_3_gloves_o,28,0,|mc/mtl_c_ega_soldier_3_gloves|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
94,image,i_c_ega_soldier_3_gloves_g,28,0,|mc/mtl_c_ega_soldier_3_gloves|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
95,image,i_c_ega_soldier_2_gloves_s,28,0,|mc/mtl_c_ega_soldier_3_gloves|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
96,xmodelmesh,c_nrc_gen_g_larmspawn_lod040f4461e,36,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
97,image,i_c_gen_arm_dirt_c,20,0,|mc/mtl_c_gen_arm_skin_dirty_notskin|material|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
98,image,i_c_gen_arm_clean_n,21,0,|mc/mtl_c_gen_arm_skin_dirty_notskin|material|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
99,image,i_c_t7_skin_ir,16,0,|mc/mtl_c_gen_arm_skin_dirty_notskin|material|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
100,image,$occlusion,12,0,|mc/mtl_c_gen_arm_skin_dirty_notskin|material|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
101,image,i_c_gen_gib_blood_splatters_c,31,0,|mc/mtl_c_gen_gib_blood_splatters|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
102,image,i_c_gen_gib_blood_splatters_g,31,0,|mc/mtl_c_gen_gib_blood_splatters|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
103,xmodelmesh,c_nrc_gen_g_larmspawn_lod090b1c46,35,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
104,xmodelmesh,c_nrc_gen_g_larmspawn_lod03c2f7680,36,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
105,xmodelmesh,c_nrc_gen_g_larmspawn_lod058135ac0,36,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
106,xmodelmesh,c_nrc_gen_g_larmspawn_lod02d650973,36,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
107,xmodelmesh,c_nrc_gen_g_larmspawn_lod054b249f0,36,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
108,xmodelmesh,c_nrc_gen_g_larmspawn_lod067804957,36,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
109,xmodelmesh,c_nrc_gen_g_larmspawn_lod0d50fb765,36,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
110,xmodelmesh,c_nrc_gen_g_larmspawn_bulcol501275bb,38,0,|c_nrc_gen_g_larmspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
111,xmodelmesh,c_nrc_gen_g_rlegspawn_lod0b332e572,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
112,image,i_c_nrc_cqb_boot_c,20,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
113,image,i_c_nrc_cqb_boot_n,20,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
114,image,i_c_t7_shared_gray_one_channel_2,34,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
115,image,i_c_nrc_cqb_boot_o,20,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
116,image,i_c_nrc_cqb_boot_g,20,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
117,image,i_c_gen_reveal_512_sq_r,25,0,|mc/mtl_c_nrc_cqb_boot|material|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
118,xmodelmesh,c_nrc_gen_g_rlegspawn_lod0675dfdad,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
119,xmodelmesh,c_nrc_gen_g_rlegspawn_lod0d2db73e3,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
120,xmodelmesh,c_nrc_gen_g_rlegspawn_lod0c2f884e7,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
121,xmodelmesh,c_nrc_gen_g_rlegspawn_lod0a0f79441,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
122,xmodelmesh,c_nrc_gen_g_rlegspawn_lod04386be17,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
123,xmodelmesh,c_nrc_gen_g_rlegspawn_lod05e35c3a0,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
124,xmodelmesh,c_nrc_gen_g_rlegspawn_lod058e49dce,36,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
125,xmodelmesh,c_nrc_gen_g_rlegspawn_bulcol2c367066,38,0,|c_nrc_gen_g_rlegspawn|xmodel|zone_source/loc/zm_whoswho.zone|csv
126,assetlist,,1984,0,
