index,type,name,resident,streamed,parentStack
12,xmodelmesh,p7_debris_concrete_rubble_lg_02_no_metal_flat_lod0e4d481e1,1376,0,|p7_debris_concrete_rubble_lg_02_no_metal_flat|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
13,xmodelmesh,p7_debris_concrete_rubble_lg_03_no_metal_flat_lod09d1a6c69,1216,0,|p7_debris_concrete_rubble_lg_03_no_metal_flat|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
14,xmodelmesh,p7_debris_concrete_rubble_lg_03_no_metal_flat_edge_01_lod0335bcb57,1408,0,|p7_debris_concrete_rubble_lg_03_no_metal_flat_edge_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
15,xmodelmesh,p7_debris_concrete_rubble_lg_03_no_metal_flat_edge_02_lod0b775cc11,1104,0,|p7_debris_concrete_rubble_lg_03_no_metal_flat_edge_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
16,xmodelmesh,p7_debris_concrete_rubble_med_07_no_metal_lod05c455e6a,1312,0,|p7_debris_concrete_rubble_med_07_no_metal|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
17,xmodelmesh,p7_debris_concrete_rubble_pile_01_lod49991a3ef,976,0,|p7_debris_concrete_rubble_pile_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
18,xmodelmesh,p7_debris_trash_cup_coffee_01_lod0a15c8966,1376,0,|p7_debris_trash_cup_coffee_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
19,xmodelmesh,p7_debris_trash_cup_coffee_02_lod0dcb8f37,1088,0,|p7_debris_trash_cup_coffee_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
20,xmodelmesh,p7_debris_trash_drink_carrier_01_lod0f6c71168,960,0,|p7_debris_trash_drink_carrier_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
21,xmodelmesh,p7_debris_trash_fabsoft_01_lod081df81d3,1120,0,|p7_debris_trash_fabsoft_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
22,xmodelmesh,p7_debris_trash_food_box_01_lod0ec86741e,1184,0,|p7_debris_trash_food_box_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
23,xmodelmesh,p7_debris_trash_paper_02_lod07fda7021,944,0,|p7_debris_trash_paper_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
24,xmodelmesh,p7_debris_trash_paper_06_lod0aa326f4d,1040,0,|p7_debris_trash_paper_06|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
25,xmodelmesh,p7_debris_trash_paper_09_lod05ea50127,1008,0,|p7_debris_trash_paper_09|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
26,xmodelmesh,p7_debris_trash_paper_plate_01_lod09bf8e3f9,944,0,|p7_debris_trash_paper_plate_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
27,xmodelmesh,p7_debris_trash_snack_bag_02_lod03a0d7794,1104,0,|p7_debris_trash_snack_bag_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
28,xmodelmesh,p7_debris_trash_wrapper_01_lod0f70a60bb,976,0,|p7_debris_trash_wrapper_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
29,xmodelmesh,p7_debris_trash_wrapper_02_lod0f1a78962,1120,0,|p7_debris_trash_wrapper_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
30,xmodelmesh,p7_zm_debris_newspaper_german_02_lod0f487fd,1264,0,|p7_zm_debris_newspaper_german_02_burnt|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
31,xmodelmesh,p7_zm_debris_newspaper_german_01_lod0ec08bad5,1152,0,|p7_zm_debris_newspaper_german_01_burnt|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
32,xmodelmesh,p7_debris_trash_snack_bag_06_lod04ee2c663,1040,0,|p7_debris_trash_snack_bag_06|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
33,xmodelmesh,p7_debris_trash_wrapper_03_lod0fcfc14db,1008,0,|p7_debris_trash_wrapper_03|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
34,xmodelmesh,p7_zm_perk_bottle_broken_lod0987a503a,2576,0,|p7_zm_perk_bottle_broken|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
35,xmodelmesh,p7_debris_trash_snack_bag_03_lod0e3822697,1216,0,|p7_debris_trash_scattered_wide_clump_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
36,xmodelmesh,p7_door_metal_industrial_dent_white_sliding_lod7af1f641c,1872,0,|p7_door_metal_industrial_dent_white_sliding|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
37,xmodelmesh,p7_electrical_box_set_box_4_lod02ab1d2b8,1520,0,|p7_electrical_box_set_box_4|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
38,xmodelmesh,p7_farm_tools_shovel_01_lod3c81790c3,1360,0,|p7_farm_tools_shovel_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
39,xmodelmesh,p7_foliage_grass_dry_01_lod34e59c455,1408,0,|p7_foliage_grass_dry_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
40,xmodelmesh,p7_foliage_grass_dry_02_lod49335b580,1600,0,|p7_foliage_grass_dry_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
41,xmodelmesh,p7_light_fixture_led_utility_lod0eeca8c96,1344,0,|p7_light_fixture_led_utility|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
42,xmodelmesh,p7_light_floodlight_lg_exterior_01_turret_lod1e9e18ca8,2096,0,|p7_light_floodlight_lg_exterior_01_lamp_turret|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
43,xmodelmesh,p7_mou_pallet_wood_lod7d908986b,336,12368,|p7_mou_pallet_wood|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
44,xmodelmesh,p7_newspaper_group_01_lod0d61a0a32,1840,0,|p7_newspaper_group_01_wet|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
45,xmodelmesh,p7_ntx_tech_panel_metal_01_gray_drk_lod7f979c164,2144,0,|p7_ntx_tech_panel_metal_01_gray_drk|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
46,xmodelmesh,p7_pipe_metal_hp_12_elbow_45_lod73b29ffcf,3104,0,|p7_pipe_metal_hp_12_elbow_45_white|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
47,xmodelmesh,p7_pipe_metal_hp_12_elbow_90_lod7af578d45,3280,0,|p7_pipe_metal_hp_12_elbow_90_white|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
48,xmodelmesh,p7_pipe_metal_hp_12_flange_lod0ad69a77b,1024,0,|p7_pipe_metal_hp_12_flange_grey_dk|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
49,xmodelmesh,p7_pipe_metal_hp_12_straight_128_lod71a65f86b,1712,0,|p7_pipe_metal_hp_12_straight_128_white|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
50,xmodelmesh,p7_pipe_metal_hp_12_straight_16_lod0f54a3547,1552,0,|p7_pipe_metal_hp_12_straight_16_white|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
51,xmodelmesh,p7_pipe_metal_hp_12_straight_32_lod023896a26,1456,0,|p7_pipe_metal_hp_12_straight_32_white|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
52,xmodelmesh,p7_pipe_metal_hp_12_straight_64_lod542907d60,1328,0,|p7_pipe_metal_hp_12_straight_64_white|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
53,xmodelmesh,p7_pipe_metal_hp_12_t_joint_lod0702d7592,1536,0,|p7_pipe_metal_hp_12_t_joint_blue|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
54,xmodelmesh,p7_pipe_valve_network_01_lod4393ee3d6,4240,0,|p7_pipe_valve_network_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
55,xmodelmesh,p7_scaffold_metal_01_baseplate_01_lod06e16539e,1136,0,|p7_scaffold_metal_01_baseplate_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
56,xmodelmesh,p7_sin_market_stand_tarp_corner_blue_lod7f711982b,2240,0,|p7_sin_market_stand_tarp_corner_blue|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
57,xmodelmesh,p7_street_manhole_cover_01_lod0f9c92409,1216,0,|p7_street_manhole_cover_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
58,xmodelmesh,p7_tech_pipe_main_angled_lrg_corner_01_lod017dffafc,4032,0,|p7_tech_pipe_main_angled_corner_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
59,xmodelmesh,p7_zm_der_signage_hazard_01_lod08a5a5f43,1072,0,|p7_zm_der2_signage_hazard_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
60,xmodelmesh,p7_zm_der_conduit_box_metal_lod0d09ad971,1408,0,|p7_zm_der_conduit_box_metal|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
61,xmodelmesh,p7_zm_isl_utility_pole_insulator_01_lod7e6abcd0a,1552,0,|p7_zm_isl_utility_pole_insulator_01|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
62,xmodelmesh,p7_zm_moo_bridge_crane_catwalk_lod794c1a2b6,464,111072,|p7_zm_moo_bridge_crane_catwalk|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
63,xmodelmesh,p7_zm_moo_bridge_crane_hoist_lod7d6d50860,1248,9968,|p7_zm_moo_bridge_crane_hoist|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
64,xmodelmesh,p7_zm_moo_bridge_crane_track_lod7caa043d6,352,14496,|p7_zm_moo_bridge_crane_track|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
65,xmodelmesh,p7_zm_moo_bridge_crane_wire_lod716c0f367,352,8320,|p7_zm_moo_bridge_crane_wire|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
66,xmodelmesh,p7_zm_moo_electrode_teleporter_lod71f65951b,240,8272,|p7_zm_moo_electrode_teleporter|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
67,xmodelmesh,p7_zm_moo_fuel_tank_grey_lod7d4c9060e,4192,0,|p7_zm_moo_fuel_tank_grey|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
68,xmodelmesh,p7_zm_moo_panel_teleporter_bracket_lod74b4c833a,688,38272,|p7_zm_moo_panel_teleporter_bracket|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
69,xmodelmesh,p7_zm_moo_ship_container_door_left_lod7d1bdafcf,1120,0,|p7_zm_moo_ship_container_door_left|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
70,xmodelmesh,p7_zm_moo_ship_container_door_right_lod7ebb461f5,1136,0,|p7_zm_moo_ship_container_door_right|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
71,xmodelmesh,p7_zm_moo_teleporter_pad_lod7ddd891e5,1024,94832,|p7_zm_moo_teleporter_pad|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
72,xmodelmesh,p7_zm_moo_teleporter_sphere_lod7f0a1262e,352,10624,|p7_zm_moo_teleporter_sphere|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
73,xmodelmesh,p7_zm_moo_teleporter_sphere_support_full_lod741e540dd,1040,13328,|p7_zm_moo_teleporter_sphere_support_full|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
74,xmodelmesh,p7_zm_moo_teleporter_sphere_tube_lod7fe754891,464,13392,|p7_zm_moo_teleporter_sphere_tube|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
75,xmodelmesh,p7_zm_ori_crane_wood_hook_lod7b2447805,352,5168,|p7_zm_ori_crane_wood_hook|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
76,xmodelmesh,p7_zm_ori_light_bulb_small_lod7b090bdec,1216,0,|p7_zm_ori_light_bulb_small|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
77,xmodelmesh,p7_zm_ori_light_shade_lod73c625fee,1376,0,|p7_zm_ori_light_shade|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
78,xmodelmesh,p7_zm_ori_light_socket_lod74e3ed439,1456,0,|p7_zm_ori_light_socket|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
79,xmodelmesh,veh_mphd_forklift_lod7271128e2,1120,9600,|veh_mphd_forklift|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
80,xmodelmesh,veh_t7_zhd_tanker_truck_metal_tank_lod756ed653e,2480,28096,|veh_t7_zhd_tanker_truck_metal_tank|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
81,xmodelmesh,p7_debris_wood_plywood_2x8_bowed_lod0341eff9,1552,0,|p7_debris_wood_plywood_2x8_bowed_dirty|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
82,xmodelmesh,p7_gib_chunk_meat_02_lod021a20dee,1200,0,|p7_gib_chunk_meat_02|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zm_dlchd_cosmo_cosmon_gib_def|scriptbundle|c_zm_dlchd_cosmo_labcoat_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
83,xmodelmesh,p7_gib_chunk_meat_03_lod0afc48326,1104,0,|p7_gib_chunk_meat_03|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zm_dlchd_cosmo_cosmon_gib_def|scriptbundle|c_zm_dlchd_cosmo_labcoat_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
84,xmodelmesh,p7_gib_chunk_flesh_01_lod073297d22,1280,0,|p7_gib_chunk_flesh_01|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zm_dlchd_cosmo_cosmon_gib_def|scriptbundle|c_zm_dlchd_cosmo_labcoat_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
85,xmodelmesh,p7_gib_chunk_flesh_03_lod0b438686a,1264,0,|p7_gib_chunk_flesh_03|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zm_dlchd_cosmo_cosmon_gib_def|scriptbundle|c_zm_dlchd_cosmo_labcoat_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
86,xmodelmesh,p7_gib_chunk_bone_03_lod03cede14d,1152,0,|p7_gib_chunk_bone_03|xmodel|blood/fx_blood_gib_leg_sever_burst|fx|c_zm_dlchd_cosmo_cosmon_gib_def|scriptbundle|c_zm_dlchd_cosmo_labcoat_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
87,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_upclean_lod7c45c2914,720,31824,|c_zm_dlchd_cosmo_spetznaz_zombie_g_upclean|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
88,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_rarmoff_lod7576471ea,1008,33248,|c_zm_dlchd_cosmo_spetznaz_zombie_g_rarmoff|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
89,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_larmoff_lod7e69fe48f,1008,34384,|c_zm_dlchd_cosmo_spetznaz_zombie_g_larmoff|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
90,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_beheaded_lod76d843eb0,2192,0,|c_zm_dlchd_cosmo_spetznaz_zombie_g_beheaded|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
91,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_lowclean_lod7ccbbefd2,448,18576,|c_zm_dlchd_cosmo_spetznaz_zombie_g_lowclean|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
92,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_rlegoff_lod7652e402c,624,19856,|c_zm_dlchd_cosmo_spetznaz_zombie_g_rlegoff|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
93,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_llegoff_lod730923388,736,17392,|c_zm_dlchd_cosmo_spetznaz_zombie_g_llegoff|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
94,xmodelmesh,c_zm_dlchd_cosmo_spetznaz_zombie_g_blegsoff_lod7bcde617a,528,22816,|c_zm_dlchd_cosmo_spetznaz_zombie_g_blegsoff|xmodel|c_zm_dlchd_cosmo_spetznaz_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
95,xmodelmesh,c_zm_dlchd_cosmo_cosmon_g_upclean_lod72df3bd80,704,34960,|c_zm_dlchd_cosmo_cosmon_g_upclean|xmodel|c_zm_dlchd_cosmo_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
96,xmodelmesh,c_zm_dlchd_cosmo_cosmon_g_rarmoff_lod74da40fa9,800,31296,|c_zm_dlchd_cosmo_cosmon_g_rarmoff|xmodel|c_zm_dlchd_cosmo_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
97,xmodelmesh,c_zm_dlchd_cosmo_cosmon_g_larmoff_lod78cf6b218,896,32560,|c_zm_dlchd_cosmo_cosmon_g_larmoff|xmodel|c_zm_dlchd_cosmo_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
98,xmodelmesh,c_zm_dlchd_cosmo_cosmon_g_lowclean_lod756e777d,416,11536,|c_zm_dlchd_cosmo_cosmon_g_lowclean|xmodel|c_zm_dlchd_cosmo_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
99,xmodelmesh,c_zm_dlchd_cosmo_cosmon_g_rlegoff_lod7465da21b,608,13056,|c_zm_dlchd_cosmo_cosmon_g_rlegoff|xmodel|c_zm_dlchd_cosmo_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
100,xmodelmesh,c_zm_dlchd_cosmo_cosmon_g_llegoff_lod7933d298e,720,13568,|c_zm_dlchd_cosmo_cosmon_g_llegoff|xmodel|c_zm_dlchd_cosmo_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
101,xmodelmesh,c_zm_dlchd_cosmo_cosmon_g_blegsoff_lod718eefc31,608,15744,|c_zm_dlchd_cosmo_cosmon_g_blegsoff|xmodel|c_zm_dlchd_cosmo_zombie|character|spawner_zm_cosmodrome_zombie|aitype|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
102,xmodelmesh,p7_zm_der_magic_box_fake_trunk_lod06a9106b2,2672,0,|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
103,xmodelmesh,p7_zm_der_magic_box_fake_lod0d37d3899,352,5120,|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_area51_survival.d3dbsp|col_map|zone_source/zm_area51_survival.zone|csv
104,xmodelmesh,p7_bag_cement_stacked_01_lod2ecf4c95c,352,21152,|p7_bag_cement_stacked_01_blue|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
105,xmodelmesh,p7_ban_barbed_wire_lod67feb2966,224,7008,|p7_ban_barbed_wire|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
106,xmodelmesh,p7_bottle_plastic_cleaner_lod0ed2dcb06,1264,0,|p7_bottle_plastic_cleaner_dmg|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
107,xmodelmesh,p7_crate_wood_01_open_med_lod683ec9326,1360,0,|p7_crate_wood_01_open_med|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
108,xmodelmesh,p7_debris_clothing_pants_02_lod0dd4a5f15,1968,0,|p7_debris_clothing_pants_02|xmodel|maps/zm/zm_area51_survival.d3dbsp|gfx_map|zone_source/zm_area51_survival.zone|csv
